10000 1000000
4720 178 982
443 1642 21
1911 2489 64
5460 8306 517
7647 621 847
1915 2439 315
7203 5386 859
5201 1602 850
2526 7197 381
6049 1983 897
355 5858 428
3176 5015 504
5467 2645 87
8597 2851 80
5293 2908 128
2682 96 653
2005 7172 179
6895 2178 59
4974 4059 915
7880 7730 235
5171 697 341
4774 8612 570
5621 6 247
775 1396 399
7034 9289 621
4485 2397 586
7530 9812 504
2289 8086 221
8566 8868 783
2222 5983 232
2598 7435 263
9437 6366 620
3565 9355 256
6924 1492 901
3112 7587 932
3704 4861 119
1989 188 894
1704 8954 252
8121 5585 841
4300 649 980
5189 8096 568
6513 5629 274
8644 1476 532
5285 3756 688
8974 3110 328
1991 4752 182
9136 3563 876
2506 1549 595
5210 8626 382
9126 3443 33
208 7783 927
9224 9830 400
7389 6579 790
821 5360 887
247 3588 203
2638 1071 377
400 1859 284
9994 3939 183
1912 4474 763
8972 9934 288
1983 6398 701
1517 2912 528
5600 3813 716
8750 9920 937
180 9387 385
1286 3811 46
2002 6890 895
6159 2247 742
9110 2333 503
2139 1096 932
8013 1991 649
2349 4270 659
6880 8186 9
9929 8488 137
2704 1536 544
7150 3529 324
4707 9913 441
2581 4270 832
6280 1553 888
6299 5179 868
347 6135 571
2910 411 699
5607 1675 375
4788 6856 447
7802 9099 365
7938 2611 136
3570 1180 68
9456 4643 251
6390 1053 459
8222 6096 999
3070 3163 911
9285 440 155
7775 3669 631
7176 9423 586
761 6902 916
7081 3809 987
6818 9363 713
47 6467 127
4572 9928 969
5390 775 755
7145 2539 706
832 5078 986
4114 5404 73
2579 5523 134
6073 8378 414
9581 7659 879
167 3536 569
8098 1827 27
9306 3491 418
43 3601 55
2347 2634 27
4417 6289 639
6685 1468 404
6727 5677 513
8397 5774 792
1383 8062 816
4453 6539 754
275 1431 75
3097 8672 659
3290 5923 221
9653 2394 628
3568 9852 665
5175 1959 418
9328 2425 125
1653 304 69
7941 8947 709
359 5622 904
1687 7699 277
2540 3733 511
5331 7869 688
6512 4482 136
9681 8644 902
2962 6346 79
4009 4048 304
5284 2350 419
7563 4515 486
818 4943 960
9896 783 299
1737 5995 910
6549 4035 94
9235 2653 259
4956 185 899
3501 4430 509
1014 1689 676
5846 5609 999
802 7922 107
4420 3918 916
7686 5055 931
8577 7242 188
3967 1503 489
731 4911 375
1679 3001 480
7184 9531 894
486 2279 148
6553 1822 262
5387 1067 22
2517 1529 287
1771 1844 225
2757 3530 70
6387 2770 301
9838 1704 213
6550 4197 680
4900 2130 190
3646 9181 214
7707 4900 509
489 5307 565
8155 3991 951
8124 7317 626
2599 7226 751
8132 498 372
3363 8456 215
1108 7889 572
8606 1812 740
2659 71 205
1991 9203 671
4035 6920 45
114 3221 405
9274 9139 520
300 2653 986
2559 7329 359
8461 2382 213
1597 519 187
603 605 272
8730 5470 660
6644 8105 56
725 5441 130
8000 881 387
2839 9431 351
8005 2630 637
5841 5399 950
8549 4364 232
4943 1702 227
2473 4474 481
1491 485 465
2051 5472 818
2077 5283 636
1262 2176 966
3846 8627 937
9900 588 980
6112 1506 531
2480 9932 283
8836 6616 716
7917 1490 29
9471 3473 654
4124 7125 253
4936 4553 67
6151 6626 271
6912 6262 175
4119 952 829
3577 4634 898
8503 5092 746
3953 9504 188
5581 8735 683
507 4787 231
5699 3875 222
4034 8889 384
8042 2973 379
4403 7493 930
1698 2142 8
7246 2933 64
2802 4494 478
6545 9369 260
2725 6501 254
3225 5912 520
5950 4143 604
7997 2312 274
8896 5362 53
4403 515 863
2241 522 656
6875 5166 148
1009 2578 474
1626 6163 312
3874 2528 284
4932 8403 50
9660 6686 167
2291 4304 819
141 4211 965
17 768 839
3773 1009 351
4097 8271 101
4845 4666 945
7970 4713 97
1197 5374 909
5549 8547 187
2921 8681 999
3399 5857 711
6779 7482 522
3745 324 412
964 8207 751
15 7130 972
2296 5782 77
1579 2109 328
2016 3613 788
9491 2128 787
8045 2957 423
9810 12 708
4269 2029 334
2291 254 284
8838 3680 822
239 5245 272
5224 4034 172
1586 8549 182
8049 7812 521
1335 795 378
3628 3693 105
2169 1212 806
8093 3891 485
2086 709 228
830 7662 357
891 6634 199
9816 9613 607
6611 4695 148
9935 9446 815
5089 1311 75
3017 5887 458
7348 9314 876
4968 1889 105
8819 3892 505
686 1594 283
6729 2802 106
5660 4327 524
572 9131 855
3061 4088 746
3445 9843 64
7799 6536 549
6736 4513 187
2271 1385 843
2619 8428 454
7635 6978 583
650 9286 237
2206 8869 629
1061 6050 686
4612 3495 113
892 1020 279
5366 8780 794
159 266 969
2622 8556 331
9133 934 520
1331 2287 271
1555 902 721
787 5988 685
8679 8686 549
8699 3257 622
956 1559 15
1071 1280 968
4858 4129 433
9985 2819 113
2308 3473 918
2178 6399 257
7905 4296 287
9260 8247 505
3963 6400 119
7501 1069 745
231 3276 357
5272 4824 744
2320 9686 567
1045 2647 825
9550 7066 908
7562 2391 42
9506 1557 719
5830 3201 726
9414 6614 126
6254 2086 410
218 3541 450
5224 4206 625
780 2831 239
615 2607 620
1271 1550 692
2403 8691 938
7239 5092 136
2728 996 550
2493 8223 889
4425 7756 285
2034 385 847
6466 1251 332
7427 3624 692
6136 3682 92
8345 3414 715
7823 3377 563
5248 1665 498
2051 3085 790
9322 1087 679
5973 2430 77
6358 4389 710
4208 4613 88
7664 969 357
1590 9554 462
634 1992 190
5833 6929 458
5653 1713 886
8305 136 365
441 2980 830
988 2435 533
6070 8296 511
5170 1051 374
6778 8992 52
3388 7069 930
7053 5622 118
4763 3830 911
8868 6984 452
9635 430 366
3504 7891 774
4256 5706 153
2419 5586 5
6580 8825 804
6052 7662 311
4160 9228 257
7347 4384 307
2597 3843 803
3910 2727 337
9178 255 767
8403 3023 479
2511 2879 817
5413 6296 171
9292 8227 702
4169 1542 965
5847 5902 223
5464 5846 679
8836 2550 564
2681 549 196
3296 9969 903
4750 7305 617
4974 7271 811
8095 6105 412
8674 95 466
5389 5391 665
7292 4510 464
1679 6028 731
6934 1363 334
1362 5189 997
9324 4395 700
6487 6553 56
3336 3779 446
7777 709 658
5898 5902 345
2405 9341 860
6365 8968 204
9505 7834 180
1682 238 110
290 6072 285
265 8171 412
5511 8938 588
3627 2708 885
8643 2890 942
8528 5089 762
3277 7798 202
3771 2676 508
3127 6913 572
383 6780 679
737 397 484
9072 2965 219
4624 5953 530
529 2415 855
2992 5166 854
1352 2779 732
8944 302 224
1263 6353 150
7747 7814 194
662 9463 361
4954 619 175
2433 881 611
716 2568 210
9121 8115 673
7601 7294 305
409 5191 708
9968 4377 956
6251 6549 661
2018 2645 623
1629 5249 451
5926 689 950
6702 3045 882
9623 5193 418
9615 2292 625
7170 2236 466
7671 1021 654
249 6183 950
1039 9082 593
3690 8708 4
4505 1907 207
2763 9977 52
893 1079 216
6193 7653 874
2972 9890 562
8350 9465 192
8902 7745 323
5747 3547 603
4538 1359 65
3253 900 323
6246 2286 673
9125 3252 419
3016 3932 248
2360 2173 522
729 562 689
9655 182 654
9521 6213 105
2252 4974 902
7340 5879 374
5588 1357 940
3611 3637 373
7149 6545 981
1724 7560 594
2519 168 677
7434 7203 989
6971 4220 561
705 1045 376
4053 576 541
4744 956 937
7680 5714 248
9712 9828 126
3873 6298 601
2675 9464 632
857 4484 757
2810 1847 522
5688 1190 594
6452 6214 233
4840 1922 21
211 2268 163
4832 2084 434
9401 4040 937
9542 7511 596
9010 3729 282
2789 5474 229
9023 9734 45
4291 4132 657
315 5405 970
3625 152 482
9204 95 617
1504 1328 616
8507 7957 61
8521 9107 58
5972 9722 721
3872 7209 71
1969 4171 529
8478 7144 673
946 757 200
7750 4358 403
8705 2946 994
8612 7999 859
7975 7614 942
8953 3870 28
5724 9583 417
5805 4766 41
1689 9071 734
1759 1235 638
9455 8580 676
4824 667 564
6815 8617 376
2486 2052 682
6067 3440 7
4046 112 169
1356 4800 756
7356 5710 69
63 7420 155
3150 8793 759
1963 6943 408
239 3374 151
2279 3243 469
5596 8755 101
164 259 491
4675 2365 814
635 1073 849
4402 6715 399
2714 2842 986
5669 5928 476
9186 638 623
6673 9415 274
9306 849 402
5631 8319 1000
6684 4043 503
6134 9090 574
1881 1580 310
578 3702 769
1759 4525 369
2371 5241 628
6581 6318 586
5298 5907 944
3730 9991 223
348 6283 273
1062 9266 872
4318 932 214
4048 3231 30
3640 6664 658
209 9487 891
4490 5345 291
9484 4859 162
1911 8063 712
3129 6651 730
9874 3581 18
3671 7508 977
6678 1970 710
7704 7386 358
7650 60 929
3882 3003 746
5547 2725 457
2916 2058 647
660 9111 765
1707 8118 862
7501 4480 840
668 2030 835
8079 324 702
7286 8514 854
7508 1745 477
6217 1688 183
930 611 560
9230 5343 431
3983 5776 690
2932 4205 379
5099 6772 290
1969 4008 867
9064 3241 687
3119 6891 568
778 305 178
7693 9218 722
306 7703 3
2457 8586 221
2538 2233 184
8026 6759 568
9145 1454 970
7969 980 674
281 9099 258
4731 1694 599
2735 5469 535
2134 6797 203
9025 5122 993
9673 1827 919
1565 79 370
8127 3000 456
6061 2745 186
6594 3376 772
6723 6763 987
6496 9032 395
3586 552 464
6589 2526 929
1994 7173 767
2126 570 980
254 9575 776
5522 1104 363
9188 6897 579
6858 371 425
271 5291 125
1770 7776 8
614 1139 648
1074 8475 817
2484 8718 45
2051 4578 649
2725 3346 102
3452 2763 354
9657 3693 268
8781 7511 101
4990 444 820
3319 5841 640
3177 3854 320
2752 439 215
6077 3545 823
5385 1221 665
6731 5309 101
2869 985 233
9352 9489 912
1283 6777 366
7586 710 738
9649 8773 658
400 2076 891
6029 2914 795
6120 7921 836
4707 7004 766
602 1586 590
7677 195 314
1746 1780 474
9519 3706 469
1292 7742 672
7794 2635 388
9256 4432 496
9708 2117 974
5777 4575 634
5479 2027 242
9155 2611 40
9214 5318 156
6026 3410 642
7401 93 410
1176 5782 590
7197 722 416
2411 9828 190
1256 5405 229
7694 5204 404
3759 128 320
1007 8497 77
7162 797 432
1413 1571 718
675 1449 713
2494 6670 37
2243 8294 368
41 7548 334
5406 1194 672
8267 4241 985
4587 455 402
6222 8396 203
2418 3778 870
8254 5590 889
3412 6928 307
7699 9671 693
4387 5104 364
5587 2694 135
2944 7914 53
5983 5898 748
6397 2608 20
7085 1461 767
1048 6578 435
5146 6315 835
8929 280 899
1783 4640 799
740 7747 470
7299 3290 335
6610 1984 99
7204 9402 416
8011 4861 80
4828 4543 85
2511 8289 652
5494 1244 595
4940 1987 384
278 6364 139
8190 7864 844
6320 1731 800
571 7940 422
101 1837 637
9905 5891 742
6507 2924 187
807 7531 937
5452 1137 12
5617 3894 673
9936 2023 624
1255 2017 582
586 1906 618
6482 2861 442
5499 4744 161
8365 6075 323
8172 2900 593
5880 8503 564
983 252 342
2190 2184 956
537 3741 549
762 1134 77
9097 7937 541
3218 309 661
946 5284 519
2708 568 892
6314 7814 706
3974 427 569
2986 6699 995
9733 5285 793
6733 2398 696
7820 9750 986
1562 8108 493
7322 9636 741
7307 7012 968
2753 5439 992
7392 2818 992
7921 6496 339
3290 3033 746
8320 202 471
856 6805 79
5326 386 999
694 7032 555
2830 9416 267
289 1171 488
6438 136 709
9213 4901 663
7891 6082 759
1799 7380 342
6238 8275 716
5662 8255 526
4700 7153 174
1729 6687 750
7466 2382 740
2435 6673 860
3439 8081 768
8827 4025 989
1839 501 236
1200 7029 676
9232 2112 272
757 3309 144
428 7079 104
3900 5047 956
7132 8143 821
1750 2272 203
3412 9842 515
9218 937 879
9435 3225 279
6180 7624 494
2966 3927 785
3230 3632 167
2391 1933 732
8813 4802 286
2138 2734 367
3944 2855 386
9459 9651 691
5788 9133 688
3624 2925 182
6903 15 879
8663 7081 199
1091 20 836
1758 2383 517
6002 2240 665
6846 9134 120
8080 2078 528
3310 6901 174
1021 5603 4
7779 2153 694
5911 6051 657
1617 9486 499
8924 4008 118
803 2638 806
5822 9440 826
1102 4153 25
9850 889 511
5834 8627 57
1126 288 830
1378 5239 901
4193 785 580
6505 3073 219
5370 194 152
5598 1932 174
7389 713 977
508 5288 32
8416 6031 343
4542 9635 763
5936 2265 461
3854 1496 221
9013 5951 818
3373 4509 421
6872 2176 75
1140 5625 445
2383 3002 50
3533 4958 703
1401 6141 974
1049 5711 634
8042 3640 880
4059 4856 516
6064 1955 13
386 9333 159
3727 6634 37
1404 4444 977
4925 7341 464
8169 6835 522
8820 6970 249
8682 903 308
9424 4094 449
4654 78 55
5452 2322 766
1257 2880 100
7199 521 759
5691 2237 482
8503 2359 726
4025 2634 147
1589 4423 191
4559 5783 804
2554 133 562
6146 3461 561
210 8581 300
8418 1980 193
3765 5219 229
5294 9315 834
7728 7632 1
9090 138 345
1952 4476 793
549 2124 169
9628 6123 845
2201 3808 989
248 4080 257
1449 4786 214
2455 9882 951
9801 1074 307
9289 7011 238
1827 8739 661
9154 619 250
6663 2245 741
2254 5667 838
2692 9015 713
3909 5758 722
2091 465 222
7059 7276 698
8210 7952 472
497 1282 976
3963 8995 14
6532 6613 655
3506 8217 656
5322 152 155
5889 802 367
7907 5482 88
8450 4113 834
4218 1208 760
8031 4697 912
1250 8421 954
4961 1833 604
6209 9558 203
1286 6448 401
9869 6868 936
4137 6446 741
5744 4437 774
3809 8602 264
739 138 624
4260 2519 723
7065 2155 138
4031 6230 635
637 5465 207
6945 7725 937
5483 742 956
6852 2974 286
3263 419 1000
300 3008 79
6580 1135 235
8270 3481 622
9301 8331 219
5289 405 537
260 9200 967
5220 2652 958
7818 9487 596
804 3697 732
4531 1903 468
4700 2363 393
6641 1960 665
9762 2396 813
2706 7316 407
3412 1498 721
85 3851 240
4997 2151 228
6585 8058 16
8121 7800 471
10000 1341 952
3526 2482 937
3182 3872 433
7392 3523 739
7425 3674 864
1696 2255 117
7673 2324 686
9929 2759 222
2374 6246 949
7626 5974 651
2300 700 935
6235 5840 717
6401 1234 825
8494 5772 327
1617 7949 218
5546 4686 904
1015 1857 680
5122 3858 815
9950 955 572
4746 6305 499
2591 8173 956
3104 2460 953
9914 8921 217
4507 2670 675
258 8181 332
1823 8332 428
7704 167 682
6066 2481 932
3528 7690 784
5673 419 514
1258 2934 496
7767 2073 530
1694 7788 913
290 2918 670
977 7762 670
312 5793 431
5627 4442 71
9 1027 474
9588 7012 732
2127 8796 340
4585 9566 75
8172 1728 812
3595 1249 481
6466 9770 634
6400 472 614
4687 260 385
7955 5309 624
7900 1510 139
7601 1276 570
8231 1150 681
3093 2077 111
3066 1305 19
1260 4984 288
182 2413 901
5848 1838 820
9364 8564 124
198 4269 265
409 6703 301
7934 789 898
3339 1545 594
9473 1244 34
9852 2390 46
157 915 795
8931 1783 443
3636 2071 418
1124 3514 852
2683 8297 206
2400 893 627
8073 88 326
8641 1471 187
1794 3630 666
6878 2659 542
1154 9913 23
6919 5221 123
1732 6461 996
1670 3631 302
7088 8380 425
566 5023 797
3752 4795 198
1543 4331 447
2717 5969 440
7486 9878 208
4356 5870 704
9318 27 176
8873 7353 895
2234 2607 777
5922 8209 180
1100 1525 4
12 3538 170
7500 423 449
6633 6294 309
5048 3609 258
455 3708 581
820 3876 488
9662 116 785
3638 9631 889
7222 7097 739
617 934 250
5769 2666 631
3188 3636 583
2132 5061 156
1316 740 960
2488 8196 906
2667 8986 803
1442 514 833
8410 5904 218
9135 951 518
1813 8397 24
2475 7562 226
2097 8676 579
835 9369 242
7081 5397 604
1041 1287 211
3650 8545 932
5697 6180 184
5113 5870 362
2348 5065 530
965 2152 325
2946 5293 225
3169 439 468
5960 9121 652
4660 2706 352
2640 1568 813
710 7389 212
9185 1085 537
3366 1836 584
2597 3892 130
9994 7413 972
7643 1739 678
162 5516 98
4995 1369 714
9134 6006 60
9809 1707 537
489 2673 809
9088 3662 426
1292 918 451
4149 3325 378
3993 6900 119
8289 958 33
417 2211 841
1208 5734 969
5666 2667 130
3022 1697 550
4581 1594 507
1048 9623 330
2603 4866 549
4675 2936 789
1757 6031 935
4323 3022 697
6810 5761 296
8944 44 675
1253 1607 19
8099 7347 850
3025 2128 882
397 3123 408
8453 4312 249
3019 2811 463
3787 7744 549
5458 6987 518
3879 2647 381
3888 3602 864
4588 2359 554
7950 3766 632
5312 4867 552
3292 259 431
122 87 62
5457 2674 924
633 2370 935
6231 1814 594
2910 6094 852
53 9407 395
4076 867 527
6573 5738 52
4709 9581 859
576 6909 168
5733 9987 403
6694 9339 382
7036 1321 683
4453 3839 97
9172 5955 529
3761 1248 275
4488 981 60
2388 803 506
2662 7651 49
7510 504 266
9939 7566 143
1637 6927 576
1651 5141 895
6717 5130 599
2658 4221 752
5045 3840 893
1714 9175 154
424 1800 300
8300 8546 707
598 1442 199
4806 7021 830
6634 3301 475
141 2484 54
4674 353 654
1886 8526 54
123 8179 784
9521 5044 295
5343 3627 102
1855 4557 596
9267 5534 862
8625 3760 486
2977 8756 706
3 9512 429
8504 7530 15
3074 1288 349
8253 5447 394
2524 2116 512
7036 2117 432
4677 5415 759
964 2839 255
6934 2462 535
6295 3474 236
6782 1576 862
9233 576 596
5057 8893 649
4139 4950 936
8201 1175 801
9061 8590 991
8773 1024 526
8285 1410 48
828 9297 573
6190 7610 873
2086 5838 91
1302 5767 832
9207 6655 738
1806 4886 130
4017 899 496
2054 586 317
7768 4524 329
3452 8709 57
2516 5580 832
168 5433 461
5548 6223 811
1694 683 795
164 6512 304
2481 25 708
9186 7365 333
4900 2085 74
1131 9235 218
3476 8664 785
9561 7813 850
1579 9433 408
2464 3480 108
7583 6018 929
2824 380 233
3355 9435 228
8671 68 276
2096 1526 915
8461 6889 152
1655 6762 340
5335 6855 238
6761 4557 772
9588 7360 864
6353 484 516
1322 2940 577
3395 484 36
3031 9452 74
8366 8020 655
2077 8404 533
7593 7017 392
5023 4526 689
961 3065 804
8978 1720 985
6475 3635 897
5117 9744 642
6325 1377 322
9535 7511 404
1197 9700 310
6198 9680 505
6049 8624 703
1240 8607 25
8728 3505 862
7290 8672 797
7580 4167 550
958 8331 216
5528 7714 577
5228 510 374
2538 2187 336
1106 2500 50
2035 9233 423
7445 6936 501
1734 3581 189
531 5512 996
3392 6557 969
1578 9156 451
2774 1590 866
840 6515 495
6428 2624 911
513 6102 102
6772 7343 789
6114 4601 862
9477 3106 810
2695 4260 345
52 5644 831
1089 7323 777
8345 693 668
1250 8237 635
6774 2598 433
4749 5359 921
2703 7087 732
52 3723 738
6189 3247 259
8799 2546 741
1399 7145 710
290 5176 216
4310 4178 753
1893 4820 731
2533 4108 547
3506 1082 565
2610 822 960
3442 5508 442
7273 2029 565
7896 8031 159
1881 1196 344
1262 4935 551
2285 4236 199
4457 7554 367
5511 8537 602
8664 235 325
1322 5254 962
2062 4661 406
2512 142 116
5037 5998 994
9780 1537 971
8399 2152 423
1282 8710 194
5623 9449 735
569 2278 251
8285 2906 989
3845 6889 831
8522 8629 472
1621 5303 951
7350 2511 527
5410 222 53
8368 6075 212
1956 9668 290
6950 6253 426
3550 2444 346
5291 7075 878
7571 9477 736
2290 4287 552
545 7877 244
919 2206 428
4081 71 661
6833 1410 751
1123 4229 406
4975 6016 311
5800 5922 157
2692 2954 645
1915 9481 275
9748 8792 748
3638 1019 141
4048 6016 881
3665 3401 12
1063 8201 562
8829 3724 570
6556 301 516
2499 5072 429
1825 1723 820
5349 9180 41
7610 6101 681
3103 2637 244
8569 4989 256
8049 7888 542
1509 2739 602
1090 1585 876
5292 3561 256
1050 1822 82
9938 1979 133
3530 4415 983
2798 4951 696
5096 9605 407
8561 3221 702
3375 9200 44
8472 6731 25
7820 7554 246
7239 2222 141
8789 5916 696
7969 8744 573
4551 5909 67
6955 3886 403
4936 344 847
5971 7908 483
804 5997 615
2666 3888 968
1383 1034 109
6953 4226 621
747 7050 903
6709 5567 72
1607 3618 408
7552 1566 263
3983 7315 715
3805 4687 303
1015 6238 120
8692 5061 361
5887 2662 450
3830 5859 313
1753 5460 626
758 7618 960
1201 6702 709
7885 2489 279
1698 2469 42
8289 166 418
3355 1785 193
7195 195 382
5421 1183 320
5199 8701 912
4039 9339 72
834 2906 41
6801 1963 92
4317 3287 912
2946 2769 523
9182 869 761
3128 8674 149
3370 7094 451
3199 304 537
4525 4826 419
2179 1111 295
470 4498 507
7907 3173 635
9063 8484 539
3199 3782 179
3137 9108 264
3494 4944 332
1268 6677 919
6037 9935 3
6003 5789 460
2825 633 683
740 4229 245
8753 7741 606
5651 9116 845
9564 9754 315
8157 3521 657
260 367 458
4496 6307 858
1623 6498 485
8184 3964 353
4922 6299 440
2661 7075 577
2919 9861 805
840 5961 475
4608 2231 500
8631 7224 632
9189 8263 946
4744 9181 233
7875 1484 189
3223 6890 842
3070 7484 506
7746 3756 530
2867 1401 786
3770 4079 748
941 2485 726
7858 1576 524
3616 2768 430
8605 8277 64
2769 990 466
2048 144 976
5843 1212 158
8157 9844 112
9264 5402 544
1011 2193 374
7965 7634 992
6099 5491 238
6250 1545 957
2397 3643 602
9552 9885 422
9150 2687 418
7424 1276 812
1102 817 767
7403 2025 180
1037 6289 709
2056 4220 626
9216 5033 242
876 9051 847
8839 10000 318
4194 1206 595
4131 2234 793
625 2948 615
5422 3314 50
7304 7896 803
1954 2891 445
8394 6600 750
1244 5443 457
2582 1344 503
3540 8266 797
4800 3863 793
2599 9565 333
9794 1186 373
8014 3218 164
7321 4477 639
6126 6219 765
4946 8222 10
1309 540 372
9176 7660 904
1302 2431 435
3234 6073 675
8210 1485 996
4675 1413 152
1609 2170 690
2081 2386 534
3409 2403 544
3995 7460 189
2974 4579 267
8138 7093 402
2202 1055 223
7946 3372 549
1723 8473 977
984 6369 92
7413 8196 810
8423 3929 483
2330 1725 275
2968 2557 996
2736 46 547
1239 5562 451
3361 2932 865
9966 383 591
6132 2283 52
7066 6442 701
1773 8947 17
8278 1926 526
1459 5176 785
3807 5527 295
8647 2404 684
7862 1849 48
3420 2049 607
9465 3654 566
1242 1106 468
4359 8605 724
1940 1277 29
9940 2266 887
3458 3342 545
7937 6515 610
464 670 459
5885 3938 289
3593 5658 947
6351 1050 747
6451 561 611
150 1380 581
3523 6907 201
9750 38 821
2551 1684 348
3921 2461 489
7692 189 915
8994 7605 260
5502 5867 70
4779 2381 642
6679 3836 556
5107 1742 981
8009 8255 218
8019 4876 832
8624 3423 332
6567 1955 149
4490 2584 152
5083 2627 462
3319 6668 556
4259 6090 531
8709 5943 70
4284 1989 147
7287 4795 338
6421 5068 577
4205 2854 207
568 5003 891
7911 9431 46
5592 2944 529
9970 8473 986
9866 4413 945
6624 2582 414
5431 3779 653
5674 8461 603
8259 6190 945
4876 1435 703
5564 4456 71
9854 3758 167
2600 3262 969
501 571 340
4500 1528 827
539 6606 20
4384 6992 329
2755 4546 771
2730 5212 498
9435 7261 78
869 6851 972
3664 1013 157
2104 2365 609
9639 382 889
5687 971 501
5505 5777 885
1406 1171 626
9203 665 755
6371 2354 685
2192 6718 852
8083 2053 385
4360 8880 576
2075 797 684
3182 2759 844
9438 1370 914
9210 7882 291
1105 6843 262
2730 1113 835
7070 2550 169
2309 4183 250
2268 9532 896
1421 1140 82
6208 3374 962
297 3011 419
7230 8219 900
1127 8528 725
7693 2393 842
724 8572 254
1869 7347 313
9227 1630 333
4124 5945 798
3025 5136 418
7193 8909 775
6014 3536 716
5283 4912 27
3717 8026 699
3837 2680 98
3887 5594 832
5910 1597 638
6508 1099 44
4071 2211 629
6721 9429 251
5418 185 285
4949 2083 265
886 517 114
3566 1372 704
2123 8544 222
8902 2955 239
6510 5270 518
581 810 650
4825 8062 255
7533 5527 375
1385 8376 714
4878 4205 522
488 2051 141
8885 3394 487
1727 8680 968
9644 7973 679
2510 4469 665
9357 6448 403
3807 10 187
4282 3526 186
8835 9514 368
2056 1389 876
3092 2592 611
4500 3835 361
8367 932 970
5036 8890 64
6962 1261 895
457 2161 907
1548 6149 630
119 1350 481
4099 645 299
255 968 277
9137 753 397
5569 3560 641
9868 4735 749
3905 2411 748
88 1635 740
6570 4196 318
9682 1505 99
1921 570 500
5205 5057 318
1258 3125 649
1265 6622 471
4743 8991 863
1003 7249 929
6835 6391 613
2836 387 662
284 3841 81
9208 6065 103
6787 4978 877
7674 4013 30
9412 1623 163
4660 3001 297
3840 290 94
3038 2752 950
413 235 557
1029 4105 991
7875 3637 774
8940 5461 626
4980 3387 977
4203 1260 571
4654 7508 844
462 8972 192
7414 396 948
4589 167 984
4549 1699 690
3879 948 949
2350 7655 752
797 7632 589
399 1327 479
8740 8988 332
3738 3685 527
1045 1703 750
2129 441 753
9549 2323 495
6591 5728 530
1381 6155 405
4939 9930 803
4594 8539 951
9742 2091 315
1002 6150 717
6553 1737 930
166 5318 481
2201 6405 446
3190 2218 968
1896 1469 102
9876 7558 674
6431 4852 895
3120 4323 554
8020 8529 934
5638 8184 213
8846 4592 559
8014 5952 725
7081 6570 300
5537 4592 442
1436 569 248
76 7186 598
6182 6033 706
9761 8038 98
7596 4611 306
7198 6718 720
926 7741 372
172 616 416
9943 8332 150
903 5751 929
5839 6540 447
7557 7690 907
6544 4825 602
3499 5772 18
3566 8387 922
2182 9966 673
6108 2478 965
195 8814 978
9245 7129 131
9962 4044 670
2456 5768 342
2583 7257 902
6549 400 629
8201 1265 302
2162 3604 543
819 2739 642
9989 2665 960
2138 9264 439
5676 1277 759
2599 9669 723
9485 3061 712
6223 8216 595
8024 8141 895
2996 8461 936
6269 613 226
5266 131 836
1653 4334 428
8807 7809 150
3807 4367 35
7758 3682 193
1381 8164 982
9659 2843 372
5735 3320 267
8592 2948 545
1262 1332 976
3031 9068 47
9291 8123 297
5296 2038 542
7162 239 656
4820 7727 111
5873 9935 824
4963 7237 748
1614 7786 504
8167 1404 682
6015 5146 794
3750 350 530
4138 3428 638
3255 1168 151
7037 741 44
7195 2688 40
5173 5267 800
6914 3362 262
1848 2408 105
6104 1103 66
7041 2476 115
5384 7449 446
2115 634 402
126 2736 364
7068 3605 949
6160 6872 799
7049 261 973
3652 7710 678
274 7861 145
5151 969 890
4981 2738 365
2407 4164 114
6261 2162 202
6674 4977 141
2728 6405 186
7552 9893 445
389 7176 443
9231 4448 788
4495 8996 897
3969 4412 195
8880 9633 478
150 2220 493
863 4075 719
7861 8463 926
4134 3972 283
4198 2089 962
3925 4745 225
1556 7685 80
355 1339 794
5400 5029 869
3725 9257 199
510 590 214
821 9500 635
2231 3814 791
9760 4122 930
3296 1061 136
2480 8300 358
5278 293 114
3778 2012 82
5608 1080 759
9632 3127 30
7080 6012 201
2703 2353 132
740 9873 503
2062 9955 419
6608 9476 708
2376 801 3
7081 4758 677
198 576 959
7967 8428 360
9134 3212 86
6085 9240 442
6778 1433 927
8676 3230 46
9546 6455 610
6394 3173 466
2540 6996 854
4824 9245 171
6917 7810 552
5183 2100 110
2008 4451 438
3518 3090 905
2564 3014 642
3145 1787 505
307 3400 152
391 4024 548
3980 3623 513
2945 15 97
7062 4478 726
1517 4277 376
7782 9883 490
8672 2710 500
2770 3460 997
5328 3433 241
6766 2557 273
6232 5542 694
2493 3677 184
1579 1742 827
7404 7008 397
390 1171 408
9612 1518 266
202 5928 700
8090 9854 902
5776 9553 483
1139 2405 636
6001 2238 726
2876 3543 444
9121 1982 766
6672 9739 463
8179 9816 553
8247 357 154
1712 3476 476
2550 3117 83
525 7470 865
936 6757 777
545 348 810
4459 2151 97
1357 9669 581
8285 8368 472
917 3117 288
7764 2834 13
2946 2683 1000
2430 584 948
3492 9293 605
1008 1071 375
1646 9354 163
3766 2114 108
9057 3562 625
7468 2472 875
1356 5223 107
1012 2717 872
4043 8669 981
9672 2105 166
5289 6639 591
2855 1802 403
5036 2877 101
5567 4720 203
4319 3009 213
9548 3042 821
3107 1855 850
6318 4923 191
4720 8870 405
1649 8407 700
9537 1825 545
6622 1570 665
3933 2375 6
987 2784 574
7619 8009 177
